Date_Time,u*
3/2/2023 8:30,0.099452278
3/2/2023 8:45,0.085578417
3/2/2023 9:00,0.089205878
3/2/2023 9:15,0.081940029
3/2/2023 9:30,0.078214548
3/2/2023 9:45,0.089205878
3/2/2023 10:00,0.058122258
3/2/2023 10:15,0.052675652
3/2/2023 10:30,0.050543114
3/2/2023 10:45,0.047457177
3/2/2023 11:00,0.053755478
3/2/2023 11:15,0.050543114
3/2/2023 11:30,0.062301462
3/2/2023 11:45,0.051612123
3/2/2023 12:00,0.048484125
3/2/2023 12:15,0.058122258
3/2/2023 12:30,0.058122258
3/2/2023 12:45,0.058122258
3/2/2023 13:00,0.053774223
3/2/2023 13:15,0.074404028
3/2/2023 13:30,0.058122258
3/2/2023 13:45,0.058122258
3/2/2023 14:00,0.050561109
3/2/2023 14:15,0.053774223
3/2/2023 14:30,0.051612123
3/2/2023 14:45,0.053774223
3/2/2023 15:00,0.062372676
3/2/2023 15:15,0.053774223
3/2/2023 15:30,0.07043802
3/2/2023 15:45,0.07043802
3/2/2023 16:00,0.07043802
3/2/2023 16:15,0.048484125
3/2/2023 16:30,0.050543114
3/2/2023 16:45,0.051593882
3/2/2023 17:00,0.052675652
3/2/2023 17:15,0.052675652
3/2/2023 17:30,0.053774223
3/2/2023 17:45,0.058122258
3/2/2023 18:00,0.07043802
3/2/2023 18:15,0.074404028
3/2/2023 18:30,0.085640566
3/2/2023 18:45,0.092695296
3/2/2023 19:00,0.081940029
3/2/2023 19:15,0.092695296
3/2/2023 19:30,0.081940029
3/2/2023 19:45,0.092695296
3/2/2023 20:00,0.092695296
3/2/2023 20:15,0.102769739
3/2/2023 20:30,0.085578417
3/2/2023 20:45,0.081940029
3/2/2023 21:00,0.092695296
3/2/2023 21:15,0.092695296
3/2/2023 21:30,0.092695296
3/2/2023 21:45,0.102769739
3/2/2023 22:00,0.102769739
3/2/2023 22:15,0.112193527
3/2/2023 22:30,0.081940029
3/2/2023 22:45,0.092695296
3/2/2023 23:00,0.112193527
3/2/2023 23:15,0.085578417
3/2/2023 23:30,0.096110931
3/2/2023 23:45,0.12102104
3/3/2023 0:00,0.118153657
3/3/2023 0:15,0.126632367
3/3/2023 0:30,0.118153657
3/3/2023 0:45,0.118153657
3/3/2023 1:00,0.109140307
3/3/2023 1:15,0.126632367
3/3/2023 1:30,0.126632367
3/3/2023 1:45,0.126632367
3/3/2023 2:00,0.126632367
3/3/2023 2:15,0.109140307
3/3/2023 2:30,0.126632367
3/3/2023 2:45,0.112193527
3/3/2023 3:00,0.118153657
3/3/2023 3:15,0.112193527
3/3/2023 3:30,0.118153657
3/3/2023 3:45,0.118153657
3/3/2023 4:00,0.112193527
3/3/2023 4:15,0.126632367
3/3/2023 4:30,0.118153657
3/3/2023 4:45,0.126632367
3/3/2023 5:00,0.126632367
3/3/2023 5:15,0.126632367
3/3/2023 5:30,0.118153657
3/3/2023 5:45,0.126632367
3/3/2023 6:00,0.118153657
3/3/2023 6:15,0.126632367
3/3/2023 6:30,0.126632367
3/3/2023 6:45,0.139693967
3/3/2023 7:00,0.139693967
3/3/2023 7:15,0.134612308
3/3/2023 7:30,0.139693967
3/3/2023 7:45,0.139693967
3/3/2023 8:00,0.134612308
3/3/2023 8:15,0.12102104
3/3/2023 8:30,0.129331422
3/3/2023 8:45,0.12658536
3/3/2023 9:00,0.12102104
3/3/2023 9:15,0.106018127
3/3/2023 9:30,0.12102104
3/3/2023 9:45,0.058122258
3/3/2023 10:00,0.07043802
3/3/2023 10:15,0.054849889
3/3/2023 10:30,0.078149577
3/3/2023 10:45,0.054849889
3/3/2023 11:00,0.078149577
3/3/2023 11:15,0.078214548
3/3/2023 11:30,0.078149577
3/3/2023 11:45,0.052675652
3/3/2023 12:00,0.047474475
3/3/2023 12:15,0.052675652
3/3/2023 12:30,0.054849889
3/3/2023 12:45,0.050561109
3/3/2023 13:00,0.050561109
3/3/2023 13:15,0.052675652
3/3/2023 13:30,0.052675652
3/3/2023 13:45,0.054868887
3/3/2023 14:00,0.049506596
3/3/2023 14:15,0.052675652
3/3/2023 14:30,0.074337568
3/3/2023 14:45,0.074337568
3/3/2023 15:00,0.052675652
3/3/2023 15:15,0.051612123
3/3/2023 15:30,0.051612123
3/3/2023 15:45,0.078214548
3/3/2023 16:00,0.066448153
3/3/2023 16:15,0.052675652
3/3/2023 16:30,0.046461859
3/3/2023 16:45,0.050543114
3/3/2023 17:00,0.058122258
3/3/2023 17:15,0.053755478
3/3/2023 17:30,0.058122258
3/3/2023 17:45,0.066448153
3/3/2023 18:00,0.066448153
3/3/2023 18:15,0.096169178
3/3/2023 18:30,0.066448153
3/3/2023 18:45,0.089205878
3/3/2023 19:00,0.085640566
3/3/2023 19:15,0.115181448
3/3/2023 19:30,0.096110931
3/3/2023 19:45,0.096110931
3/3/2023 20:00,0.085578417
3/3/2023 20:15,0.096110931
3/3/2023 20:30,0.085578417
3/3/2023 20:45,0.096110931
3/3/2023 21:00,0.085578417
3/3/2023 21:15,0.096110931
3/3/2023 21:30,0.102769739
3/3/2023 21:45,0.096110931
3/3/2023 22:00,0.085578417
3/3/2023 22:15,0.078214548
3/3/2023 22:30,0.099509235
3/3/2023 22:45,0.081940029
3/3/2023 23:00,0.089205878
3/3/2023 23:15,0.115181448
3/3/2023 23:30,0.105963681
3/3/2023 23:45,0.105963681
3/4/2023 0:00,0.078214548
3/4/2023 0:15,0.089205878
3/4/2023 0:30,0.096169178
3/4/2023 0:45,0.099509235
3/4/2023 1:00,0.096110931
3/4/2023 1:15,0.115181448
3/4/2023 1:30,0.092695296
3/4/2023 1:45,0.099452278
3/4/2023 2:00,0.118103707
3/4/2023 2:15,0.115181448
3/4/2023 2:30,0.109140307
3/4/2023 2:45,0.109140307
3/4/2023 3:00,0.123831092
3/4/2023 3:15,0.123831092
3/4/2023 3:30,0.123831092
3/4/2023 3:45,0.115181448
3/4/2023 4:00,0.109087065
3/4/2023 4:15,0.123831092
3/4/2023 4:30,0.115181448
3/4/2023 4:45,0.105963681
3/4/2023 5:00,0.123831092
3/4/2023 5:15,0.118153657
3/4/2023 5:30,0.123831092
3/4/2023 5:45,0.115181448
3/4/2023 6:00,0.123879048
3/4/2023 6:15,0.123879048
3/4/2023 6:30,0.123879048
3/4/2023 6:45,0.123879048
3/4/2023 7:00,0.115232426
3/4/2023 7:15,0.123879048
3/4/2023 7:30,0.126632367
3/4/2023 7:45,0.109140307
3/4/2023 8:00,0.115232426
3/4/2023 8:15,0.109140307
3/4/2023 8:30,0.109140307
3/4/2023 8:45,0.102769739
3/4/2023 9:00,0.118103707
3/4/2023 9:15,0.102769739
3/4/2023 9:30,0.102769739
3/4/2023 9:45,0.062301462
3/4/2023 10:00,0.048484125
3/4/2023 10:15,0.074337568
3/4/2023 10:30,0.074337568
3/4/2023 10:45,0.054868887
3/4/2023 11:00,0.074337568
3/4/2023 11:15,0.062301462
3/4/2023 11:30,0.051612123
3/4/2023 11:45,0.048484125
3/4/2023 12:00,0.048484125
3/4/2023 12:15,0.049506596
3/4/2023 12:30,0.052675652
3/4/2023 12:45,0.043533784
3/4/2023 13:00,0.049506596
3/4/2023 13:15,0.046461859
3/4/2023 13:30,0.062301462
3/4/2023 13:45,0.054849889
3/4/2023 14:00,0.058122258
3/4/2023 14:15,0.051593882
3/4/2023 14:30,0.054849889
3/4/2023 14:45,0.054868887
3/4/2023 15:00,0.053755478
3/4/2023 15:15,0.049506596
3/4/2023 15:30,0.053755478
3/4/2023 15:45,0.053755478
3/4/2023 16:00,0.054868887
3/4/2023 16:15,0.051612123
3/4/2023 16:30,0.051612123
3/4/2023 16:45,0.062372676
3/4/2023 17:00,0.054868887
3/4/2023 17:15,0.054868887
3/4/2023 17:30,0.051612123
3/4/2023 17:45,0.074404028
3/4/2023 18:00,0.062372676
3/4/2023 18:15,0.074404028
3/4/2023 18:30,0.085640566
3/4/2023 18:45,0.07043802
3/4/2023 19:00,0.092695296
3/4/2023 19:15,0.081940029
3/4/2023 19:30,0.085640566
3/4/2023 19:45,0.074404028
3/4/2023 20:00,0.092695296
3/4/2023 20:15,0.085640566
3/4/2023 20:30,0.074404028
3/4/2023 20:45,0.092695296
3/4/2023 21:00,0.092695296
3/4/2023 21:15,0.092695296
3/4/2023 21:30,0.081940029
3/4/2023 21:45,0.07043802
3/4/2023 22:00,0.074337568
3/4/2023 22:15,0.062301462
3/4/2023 22:30,0.074337568
3/4/2023 22:45,0.085578417
3/4/2023 23:00,0.074337568
3/4/2023 23:15,0.062301462
3/4/2023 23:30,0.07043802
3/4/2023 23:45,0.062301462
3/5/2023 0:00,0.074337568
3/5/2023 0:15,0.074337568
3/5/2023 0:30,0.085578417
3/5/2023 0:45,0.085578417
3/5/2023 1:00,0.074337568
3/5/2023 1:15,0.081940029
3/5/2023 1:30,0.092695296
3/5/2023 1:45,0.096110931
3/5/2023 2:00,0.074337568
3/5/2023 2:15,0.062301462
3/5/2023 2:30,0.096110931
3/5/2023 2:45,0.102769739
3/5/2023 3:00,0.102769739
3/5/2023 3:15,0.102769739
3/5/2023 3:30,0.081940029
3/5/2023 3:45,0.099452278
3/5/2023 4:00,0.109087065
3/5/2023 4:15,0.102769739
3/5/2023 4:30,0.102769739
3/5/2023 4:45,0.109087065
3/5/2023 5:00,0.085640566
3/5/2023 5:15,0.085640566
3/5/2023 5:30,0.099452278
3/5/2023 5:45,0.109087065
3/5/2023 6:00,0.092695296
3/5/2023 6:15,0.081940029
3/5/2023 6:30,0.102769739
3/5/2023 6:45,0.102769739
3/5/2023 7:00,0.112193527
3/5/2023 7:15,0.102769739
3/5/2023 7:30,0.109140307
3/5/2023 7:45,0.112193527
3/5/2023 8:00,0.092695296
3/5/2023 8:15,0.092695296
3/5/2023 8:30,0.085578417
3/5/2023 8:45,0.096110931
3/5/2023 9:00,0.092695296
3/5/2023 9:15,0.078214548
3/5/2023 9:30,0.078214548
3/5/2023 9:45,0.052675652
3/5/2023 10:00,0.052675652
3/5/2023 10:15,0.051612123
3/5/2023 10:30,0.054849889
3/5/2023 10:45,0.07043802
3/5/2023 11:00,0.051593882
3/5/2023 11:15,0.058122258
3/5/2023 11:30,0.054849889
3/5/2023 11:45,0.054849889
3/5/2023 12:00,0.049506596
3/5/2023 12:15,0.051593882
3/5/2023 12:30,0.049506596
3/5/2023 12:45,0.046461859
3/5/2023 13:00,0.052675652
3/5/2023 13:15,0.052675652
3/5/2023 13:30,0.066448153
3/5/2023 13:45,0.058122258
3/5/2023 14:00,0.058122258
3/5/2023 14:15,0.049506596
3/5/2023 14:30,0.049506596
3/5/2023 14:45,0.049506596
3/5/2023 15:00,0.062372676
3/5/2023 15:15,0.051612123
3/5/2023 15:30,0.049506596
3/5/2023 15:45,0.049506596
3/5/2023 16:00,0.062372676
3/5/2023 16:15,0.046461859
3/5/2023 16:30,0.051612123
3/5/2023 16:45,0.062372676
3/5/2023 17:00,0.054868887
3/5/2023 17:15,0.066448153
3/5/2023 17:30,0.054868887
3/5/2023 17:45,0.066448153
3/5/2023 18:00,0.051612123
3/5/2023 18:15,0.052675652
3/5/2023 18:30,0.066378558
3/5/2023 18:45,0.066378558
3/5/2023 19:00,0.066378558
3/5/2023 19:15,0.066378558
3/5/2023 19:30,0.066378558
3/5/2023 19:45,0.074337568
3/5/2023 20:00,0.085578417
3/5/2023 20:15,0.066378558
3/5/2023 20:30,0.085578417
3/5/2023 20:45,0.058122258
3/5/2023 21:00,0.054868887
3/5/2023 21:15,0.054868887
3/5/2023 21:30,0.078214548
3/5/2023 21:45,0.066448153
3/5/2023 22:00,0.058122258
3/5/2023 22:15,0.066448153
3/5/2023 22:30,0.066448153
3/5/2023 22:45,0.054868887
3/5/2023 23:00,0.066448153
3/5/2023 23:15,0.058122258
3/5/2023 23:30,0.078214548
3/5/2023 23:45,0.058122258
3/6/2023 0:00,0.052675652
3/6/2023 0:15,0.058122258
3/6/2023 0:30,0.07043802
3/6/2023 0:45,0.081940029
3/6/2023 1:00,0.07043802
3/6/2023 1:15,0.058122258
3/6/2023 1:30,0.078214548
3/6/2023 1:45,0.078214548
3/6/2023 2:00,0.066448153
3/6/2023 2:15,0.078214548
3/6/2023 2:30,0.078214548
3/6/2023 2:45,0.066448153
3/6/2023 3:00,0.078214548
3/6/2023 3:15,0.078214548
3/6/2023 3:30,0.066448153
3/6/2023 3:45,0.078214548
3/6/2023 4:00,0.089205878
3/6/2023 4:15,0.089205878
3/6/2023 4:30,0.066448153
3/6/2023 4:45,0.066448153
3/6/2023 5:00,0.078214548
3/6/2023 5:15,0.066448153
3/6/2023 5:30,0.058122258
3/6/2023 5:45,0.078214548
3/6/2023 6:00,0.078214548
3/6/2023 6:15,0.081940029
3/6/2023 6:30,0.058122258
3/6/2023 6:45,0.078149577
3/6/2023 7:00,0.078149577
3/6/2023 7:15,0.07043802
3/6/2023 7:30,0.07043802
3/6/2023 7:45,0.078214548
3/6/2023 8:00,0.066448153
3/6/2023 8:15,0.052675652
3/6/2023 8:30,0.053755478
3/6/2023 8:45,0.062301462
3/6/2023 9:00,0.050543114
3/6/2023 9:15,0.053755478
3/6/2023 9:30,0.058122258
3/6/2023 9:45,0.050561109
3/6/2023 10:00,0.047474475
3/6/2023 10:15,0.048484125
3/6/2023 10:30,0.074404028
3/6/2023 10:45,0.048484125
3/6/2023 11:00,0.054868887
3/6/2023 11:15,0.04547723
3/6/2023 11:30,0.048484125
3/6/2023 11:45,0.053774223
3/6/2023 12:00,0.048484125
3/6/2023 12:15,0.047474475
3/6/2023 12:30,0.047474475
3/6/2023 12:45,0.043533784
3/6/2023 13:00,0.048484125
3/6/2023 13:15,0.053774223
3/6/2023 13:30,0.050543114
3/6/2023 13:45,0.050543114
3/6/2023 14:00,0.050543114
3/6/2023 14:15,0.050543114
3/6/2023 14:30,0.052675652
3/6/2023 14:45,0.052675652
3/6/2023 15:00,0.050543114
3/6/2023 15:15,0.062301462
3/6/2023 15:30,0.053755478
3/6/2023 15:45,0.047457177
3/6/2023 16:00,0.053755478
3/6/2023 16:15,0.053755478
3/6/2023 16:30,0.053755478
3/6/2023 16:45,0.050543114
3/6/2023 17:00,0.053755478
3/6/2023 17:15,0.053755478
3/6/2023 17:30,0.044489907
3/6/2023 17:45,0.053755478
3/6/2023 18:00,0.058122258
3/6/2023 18:15,0.062301462
3/6/2023 18:30,0.053755478
3/6/2023 18:45,0.053755478
3/6/2023 19:00,0.062301462
3/6/2023 19:15,0.07043802
3/6/2023 19:30,0.058122258
3/6/2023 19:45,0.058122258
3/6/2023 20:00,0.07043802
3/6/2023 20:15,0.081940029
3/6/2023 20:30,0.07043802
3/6/2023 20:45,0.058122258
3/6/2023 21:00,0.058122258
3/6/2023 21:15,0.058122258
3/6/2023 21:30,0.081940029
3/6/2023 21:45,0.07043802
3/6/2023 22:00,0.07043802
3/6/2023 22:15,0.07043802
3/6/2023 22:30,0.058122258
3/6/2023 22:45,0.081940029
3/6/2023 23:00,0.053774223
3/6/2023 23:15,0.052675652
3/6/2023 23:30,0.07043802
3/6/2023 23:45,0.078214548
3/7/2023 0:00,0.07043802
3/7/2023 0:15,0.058122258
3/7/2023 0:30,0.081940029
3/7/2023 0:45,0.099509235
3/7/2023 1:00,0.07043802
3/7/2023 1:15,0.07043802
3/7/2023 1:30,0.081940029
3/7/2023 1:45,0.07043802
3/7/2023 2:00,0.066448153
3/7/2023 2:15,0.078214548
3/7/2023 2:30,0.066448153
3/7/2023 2:45,0.081940029
3/7/2023 3:00,0.058122258
3/7/2023 3:15,0.058122258
3/7/2023 3:30,0.053755478
3/7/2023 3:45,0.078214548
3/7/2023 4:00,0.066448153
3/7/2023 4:15,0.058122258
3/7/2023 4:30,0.052675652
3/7/2023 4:45,0.050561109
3/7/2023 5:00,0.066378558
3/7/2023 5:15,0.058122258
3/7/2023 5:30,0.052675652
3/7/2023 5:45,0.049506596
3/7/2023 6:00,0.058122258
3/7/2023 6:15,0.058122258
3/7/2023 6:30,0.058122258
3/7/2023 6:45,0.058122258
3/7/2023 7:00,0.066448153
3/7/2023 7:15,0.07043802
3/7/2023 7:30,0.058122258
3/7/2023 7:45,0.07043802
3/7/2023 8:00,0.07043802
3/7/2023 8:15,0.052675652
3/7/2023 8:30,0.062301462
3/7/2023 8:45,0.053755478
3/7/2023 9:00,0.07043802
3/7/2023 9:15,0.062372676
3/7/2023 9:30,0.058122258
3/7/2023 9:45,0.053774223
3/7/2023 10:00,0.053774223
3/7/2023 10:15,0.050561109
3/7/2023 10:30,0.050561109
3/7/2023 10:45,0.050561109
3/7/2023 11:00,0.062372676
3/7/2023 11:15,0.048484125
3/7/2023 11:30,0.048484125
3/7/2023 11:45,0.054868887
3/7/2023 12:00,0.053774223
3/7/2023 12:15,0.050561109
3/7/2023 12:30,0.053774223
3/7/2023 12:45,0.050561109
3/7/2023 13:00,0.050561109
3/7/2023 13:15,0.051612123
3/7/2023 13:30,0.048484125
3/7/2023 13:45,0.051612123
3/7/2023 14:00,0.050543114
3/7/2023 14:15,0.050543114
3/7/2023 14:30,0.053755478
3/7/2023 14:45,0.053755478
3/7/2023 15:00,0.047457177
3/7/2023 15:15,0.050543114
3/7/2023 15:30,0.058122258
3/7/2023 15:45,0.050561109
3/7/2023 16:00,0.049506596
3/7/2023 16:15,0.058122258
3/7/2023 16:30,0.047474475
3/7/2023 16:45,0.048484125
3/7/2023 17:00,0.053755478
3/7/2023 17:15,0.058122258
3/7/2023 17:30,0.07043802
3/7/2023 17:45,0.049506596
3/7/2023 18:00,0.052675652
3/7/2023 18:15,0.058122258
3/7/2023 18:30,0.050543114
3/7/2023 18:45,0.066448153
3/7/2023 19:00,0.058122258
3/7/2023 19:15,0.053755478
3/7/2023 19:30,0.058122258
3/7/2023 19:45,0.058122258
3/7/2023 20:00,0.058122258
3/7/2023 20:15,0.053774223
3/7/2023 20:30,0.050561109
3/7/2023 20:45,0.050561109
3/7/2023 21:00,0.058122258
3/7/2023 21:15,0.074404028
3/7/2023 21:30,0.07043802
3/7/2023 21:45,0.062372676
3/7/2023 22:00,0.058122258
3/7/2023 22:15,0.062372676
3/7/2023 22:30,0.074404028
3/7/2023 22:45,0.074404028
3/7/2023 23:00,0.081940029
3/7/2023 23:15,0.07043802
3/7/2023 23:30,0.081940029
3/7/2023 23:45,0.058122258
3/8/2023 0:00,0.081940029
3/8/2023 0:15,0.074404028
3/8/2023 0:30,0.062372676
3/8/2023 0:45,0.062372676
3/8/2023 1:00,0.074404028
3/8/2023 1:15,0.07043802
3/8/2023 1:30,0.062372676
3/8/2023 1:45,0.089145058
3/8/2023 2:00,0.081940029
3/8/2023 2:15,0.053774223
3/8/2023 2:30,0.07043802
3/8/2023 2:45,0.07043802
3/8/2023 3:00,0.081940029
3/8/2023 3:15,0.092695296
3/8/2023 3:30,0.07043802
3/8/2023 3:45,0.089205878
3/8/2023 4:00,0.102769739
3/8/2023 4:15,0.07043802
3/8/2023 4:30,0.07043802
3/8/2023 4:45,0.081940029
3/8/2023 5:00,0.081940029
3/8/2023 5:15,0.081940029
3/8/2023 5:30,0.092695296
3/8/2023 5:45,0.081940029
3/8/2023 6:00,0.07043802
3/8/2023 6:15,0.099509235
3/8/2023 6:30,0.081940029
3/8/2023 6:45,0.081940029
3/8/2023 7:00,0.089205878
3/8/2023 7:15,0.089205878
3/8/2023 7:30,0.109140307
3/8/2023 7:45,0.089205878
3/8/2023 8:00,0.081940029
3/8/2023 8:15,0.092695296
3/8/2023 8:30,0.062372676
3/8/2023 8:45,0.07043802
3/8/2023 9:00,0.058122258
3/8/2023 9:15,0.07043802
3/8/2023 9:30,0.062301462
3/8/2023 9:45,0.062301462
3/8/2023 10:00,0.054849889
3/8/2023 10:15,0.051593882
3/8/2023 10:30,0.054849889
3/8/2023 10:45,0.048466611
3/8/2023 11:00,0.051593882
3/8/2023 11:15,0.053755478
3/8/2023 11:30,0.053755478
3/8/2023 11:45,0.053755478
3/8/2023 12:00,0.048484125
3/8/2023 12:15,0.051612123
3/8/2023 12:30,0.042591887
3/8/2023 12:45,0.050561109
3/8/2023 13:00,0.053774223
3/8/2023 13:15,0.053774223
3/8/2023 13:30,0.050543114
3/8/2023 13:45,0.058122258
3/8/2023 14:00,0.050543114
3/8/2023 14:15,0.050543114
3/8/2023 14:30,0.053774223
3/8/2023 14:45,0.053774223
3/8/2023 15:00,0.062372676
3/8/2023 15:15,0.053774223
3/8/2023 15:30,0.053774223
3/8/2023 15:45,0.058122258
3/8/2023 16:00,0.058122258
3/8/2023 16:15,0.052675652
3/8/2023 16:30,0.066448153
3/8/2023 16:45,0.058122258
3/8/2023 17:00,0.058122258
3/8/2023 17:15,0.066448153
3/8/2023 17:30,0.078214548
3/8/2023 17:45,0.081940029
3/8/2023 18:00,0.066448153
3/8/2023 18:15,0.07043802
3/8/2023 18:30,0.058122258
3/8/2023 18:45,0.089205878
3/8/2023 19:00,0.089205878
3/8/2023 19:15,0.078214548
3/8/2023 19:30,0.078214548
3/8/2023 19:45,0.089205878
3/8/2023 20:00,0.089205878
3/8/2023 20:15,0.07043802
3/8/2023 20:30,0.081940029
3/8/2023 20:45,0.078149577
3/8/2023 21:00,0.099452278
3/8/2023 21:15,0.078149577
3/8/2023 21:30,0.078149577
3/8/2023 21:45,0.058122258
3/8/2023 22:00,0.07043802
3/8/2023 22:15,0.07043802
3/8/2023 22:30,0.066378558
3/8/2023 22:45,0.078149577
3/8/2023 23:00,0.07043802
3/8/2023 23:15,0.089145058
3/8/2023 23:30,0.066378558
3/8/2023 23:45,0.078149577
3/9/2023 0:00,0.066378558
3/9/2023 0:15,0.089145058
3/9/2023 0:30,0.078149577
3/9/2023 0:45,0.078149577
3/9/2023 1:00,0.081940029
3/9/2023 1:15,0.089145058
3/9/2023 1:30,0.081940029
3/9/2023 1:45,0.081940029
3/9/2023 2:00,0.07043802
3/9/2023 2:15,0.07043802
3/9/2023 2:30,0.099509235
3/9/2023 2:45,0.089205878
3/9/2023 3:00,0.089205878
3/9/2023 3:15,0.105963681
3/9/2023 3:30,0.089145058
3/9/2023 3:45,0.089145058
3/9/2023 4:00,0.089145058
3/9/2023 4:15,0.078149577
3/9/2023 4:30,0.089145058
3/9/2023 4:45,0.089145058
3/9/2023 5:00,0.089145058
3/9/2023 5:15,0.078149577
3/9/2023 5:30,0.089145058
3/9/2023 5:45,0.078149577
3/9/2023 6:00,0.081940029
3/9/2023 6:15,0.089205878
3/9/2023 6:30,0.089205878
3/9/2023 6:45,0.078214548
3/9/2023 7:00,0.089205878
3/9/2023 7:15,0.089205878
3/9/2023 7:30,0.089205878
3/9/2023 7:45,0.089205878
3/9/2023 8:00,0.081940029
3/9/2023 8:15,0.089205878
3/9/2023 8:30,0.078214548
3/9/2023 8:45,0.07043802
3/9/2023 9:00,0.074404028
3/9/2023 9:15,0.074404028
3/9/2023 9:30,0.081940029
3/9/2023 9:45,0.048484125
3/9/2023 10:00,0.053755478
3/9/2023 10:15,0.051593882
3/9/2023 10:30,0.074337568
3/9/2023 10:45,0.054849889
3/9/2023 11:00,0.051612123
3/9/2023 11:15,0.074337568
3/9/2023 11:30,0.062301462
3/9/2023 11:45,0.048484125
3/9/2023 12:00,0.051612123
3/9/2023 12:15,0.051612123
3/9/2023 12:30,0.048484125
3/9/2023 12:45,0.048484125
3/9/2023 13:00,0.051612123
3/9/2023 13:15,0.051612123
